movie_odid,display_name,release_odid,release_name,video_release_date,type,distributor
4830100,Scary Movie 4,3600119,Scary Movie 4,2006-08-15,,Weinstein Co./Genius
4840100,The Game Plan,11790119,"Game Plan, The",2008-01-22,,Walt Disney Home Entertainment
4860100,The Scorpion King,50520119,The Scorpion King,2002-10-01,Regular,Universal Home Entertainment
4880100,High School Musical 3: Senior Year,26010119,High School Musical 3: Senior Year,2009-02-17,,Walt Disney Home Entertainment
4890100,Madea Goes To Jail,27270119,Madea Goes to Jail,2009-06-16,,Lionsgate Home Entertainment
4920100,Space Cowboys,19880119,Space Cowboys,2001-04-17,,Warner Home Video
4940100,Mystic River,20160119,Mystic River,2004-06-08,,Warner Home Video
4950100,Flightplan,930119,Flightplan,2006-01-24,,Walt Disney Home Entertainment
4960100,Julie & Julia,31600119,Julie & Julia,2009-12-08,,Sony Pictures Home Entertainment
4980100,The Emperor's New Groove,100470119,The Emperor's New Groove,2005-10-18,Regular,Walt Disney Home Entertainment
4990100,Scream 3,57100119,Scream 3,2000-07-04,,Dimension Home
5010100,Failure to Launch,2830119,Failure to Launch,2006-06-27,,Paramount Home Video
5020100,Inside Man,1680119,Inside Man,2006-08-08,,Universal Home Entertainment
5030100,The Ugly Truth,30640119,The Ugly Truth,2009-11-10,,Sony Pictures Home Entertainment
5050100,Starsky & Hutch,197800119,Starsky & Hutch,2006-02-14,Regular,Warner Home Video
5080100,Entrapment,41140119,Entrapment,1999-11-23,,Fox Home Entertainment
5100100,Peter Pan,6550119,Peter Pan,2007-03-06,,Walt Disney Home Entertainment
5110100,Pineapple Express,23270119,Pineapple Express,2009-01-06,,Sony Pictures Home Entertainment
5130100,Saw II,1510119,Saw II,2006-02-14,,Lionsgate Home Entertainment
5180100,Young Frankenstein,4680119,Young Frankenstein,1998-11-03,,Fox Home Entertainment
5190100,Mean Girls,100590119,Mean Girls,2004-09-21,Regular,Warner Home Video
5200100,Spy Kids 2: The Island of Lost Dreams,61240119,Spy Kids 2: The Island of Lost Dreams,2011-08-02,Regular,Lionsgate Home Entertainment
5220100,SpongeBob SquarePants: The Movie,100440119,SpongeBob SquarePants: The Movie,2014-03-01,Regular,Paramount Home Video
5230100,Brother Bear,15050119,Brother Bear,2004-03-30,,Walt Disney Home Entertainment
5270100,Open Season,5940119,Open Season,2007-01-30,,Sony Pictures Home Entertainment
5280100,Cinderella,6540119,Cinderella,2005-10-04,,Walt Disney Home Entertainment
5300100,The Santa Clause 3: The Escape Clause,11600119,"Santa Clause 3, The - The Escape Clause",2007-11-20,,Walt Disney Home Entertainment
5330100,Anchorman: The Legend of Ron Burgundy,4350119,Anchorman - The Legend of Ron Burgundy,2004-12-28,,Dreamworks Video
5360100,The X Files: Fight the Future,21520119,"X-Files: Fight the Future, The",1999-05-04,,Fox Home Entertainment
5440100,Valkyrie,27620119,Valkyrie,2009-05-19,,United Artists Video
5450100,Brokeback Mountain,2000119,Brokeback Mountain,2006-04-04,,Universal Home Entertainment
5470100,Charlotte's Web,7260119,Charlotte's Web,2007-04-03,,Paramount Home Video
5480100,Monster-in-Law,16870119,Monster-in-Law,2005-08-30,,New Line Home Video
5510100,Freddy vs. Jason,27890119,Freddy vs. Jason,2004-01-13,,New Line Home Video
5530100,Cheaper by the Dozen 2,2500119,Cheaper by the Dozen 2,2006-05-23,,Fox Home Entertainment
5560100,Bridge to Terabithia,9290119,Bridge to Terabithia,2007-06-19,,Walt Disney Home Entertainment
5570100,The Pink Panther,2740119,"Pink Panther, The (2006)",2006-06-13,,Sony Pictures Home Entertainment
5580100,Beowulf,14100119,Beowulf,2008-02-26,,Paramount Home Video
5590100,Blade 2,67600119,Blade 2,2002-09-03,Regular,New Line Home Video
5600100,Eight Below,3260119,Eight Below,2006-06-20,,Walt Disney Home Entertainment
5620100,Payback,8230119,Payback,1999-07-27,,Paramount Home Video
5640100,Die Hard,41100119,Die Hard,1992-10-07,Regular,Fox Home Entertainment
5650100,The Talented Mr. Ripley,101440119,The Talented Mr. Ripley,2000-06-27,Regular,Warner Home Video
5730100,The Notebook,1430119,The Notebook,2005-02-08,,New Line Home Video
5740100,Jimmy Neutron: Boy Genius,21290119,Jimmy Neutron - Boy Genius,2002-07-02,,Paramount Home Video
5750100,Alien,57190119,Alien,1992-12-07,Regular,Fox Home Entertainment
5780100,The Texas Chainsaw Massacre,4610119,"Texas Chainsaw Massacre, The (2003)",2004-03-30,,New Line Home Video
5810100,What Happens in Vegas...,19670119,What Happens in Vegas,2008-08-26,,Fox Home Entertainment
5820100,The Dukes of Hazzard,1360119,"Dukes of Hazzard, The",2005-12-06,,Warner Home Video
5830100,The Wedding Singer,55180119,The Wedding Singer,1998-01-12,Regular,New Line Home Video
5840100,Saw III,6300119,Saw III,2007-01-23,,Lionsgate Home Entertainment
5850100,Disturbia,10160119,Disturbia,2007-08-07,,Dreamworks Video
5860100,Nacho Libre,4510119,Nacho Libre,2006-10-24,,Paramount Home Video
5870100,Jumper,16620119,Jumper,2008-06-10,,Fox Home Entertainment
5880100,Cloverfield,16220119,Cloverfield,2008-04-22,,Paramount Home Video
5910100,Knowing,27760119,Knowing,2009-07-07,,Summit Home Video
5940100,Space Station,85110119,Space Station,2005-07-19,Regular,IMAX Video
5960100,Hannah Montana the Movie,29920119,Hannah Montana The Movie,2009-08-18,,Walt Disney Home Entertainment
5970100,The Day the Earth Stood Still,25530119,The Day the Earth Stood Still (2009),2009-04-07,,Fox Home Entertainment
6010100,City of Angels,90740119,City of Angels,2014-02-04,Regular,Warner Home Video
6040100,Artificial Intelligence: AI,56730119,A.I.: Artificial Intelligence,2002-03-05,,Dreamworks Video
6100100,Gangs of New York,19780119,Gangs of New York,2003-07-01,,Miramax Video
6120100,La marche de l'empereur,1080119,March of the Penguins,2005-11-29,,Warner Home Video
6140100,U-571,61190119,U-571,2011-06-28,Regular,Universal Home Entertainment
6150100,The Terminal,94160119,The Terminal,2014-05-06,Regular,Paramount Home Video
6220100,Training Day,20050119,Training Day,2002-03-19,,Warner Home Video
6250100,Conspiracy Theory,93620119,Conspiracy Theory,2014-04-22,Regular,Warner Home Video
6260100,Hellboy II: The Golden Army,22250119,Hellboy 2: The Golden Army,2008-11-11,,Universal Home Entertainment
6270100,Constantine,18510119,Constantine,2005-07-19,,Warner Home Video
6280100,The Ring Two,18520119,"Ring 2, The",2005-08-23,,Dreamworks Video
6300100,The Haunted Mansion,163240119,The Haunted Mansion,2004-04-20,Regular,Walt Disney Home Entertainment
6310100,"You, Me and Dupree",5250119,"You, Me and Dupree",2006-11-21,,Universal Home Entertainment
6320100,Barbershop,185050119,Barbershop,2016-03-08,Regular,MGM Video
6330100,The Family Man,31720119,The Family Man,2001-07-17,,Universal Home Entertainment
6350100,The Rookie,22790119,"Rookie, The",2002-08-27,,Walt Disney Home Entertainment
6390100,Garfield: The Movie,61680119,Garfield,2008-11-11,Regular,Fox Home Entertainment
6400100,Ray,23710119,Ray,2005-02-01,,Universal Home Entertainment
6410100,Coraline,28760119,Coraline,2009-07-21,,Universal Home Entertainment
6440100,The Exorcism of Emily Rose,1340119,"Exorcism of Emily Rose, The",2005-12-20,,Sony Pictures Home Entertainment
6450100,Eragon,8180119,Eragon,2007-03-20,,Fox Home Entertainment
6490100,Ladder 49,12440119,Ladder 49,2005-03-08,,Walt Disney Home Entertainment
6500100,Four Brothers,800119,Four Brothers,2005-12-20,,Paramount Home Video
6530100,No Country for Old Men,14480119,No Country for Old Men,2008-03-11,,Miramax Video
6540100,Sin City,18530119,Sin City,2005-08-16,,Miramax Video
6560100,Christmas with the Kranks,144030119,Christmas with the Kranks,2005-11-08,Regular,Sony Pictures Home Entertainment
6580100,Monster House,4170119,Monster House,2006-10-24,,Sony Pictures Home Entertainment
6590100,Deep Blue Sea,19840119,Deep Blue Sea,1999-12-07,,Warner Home Video
6600100,Beetlejuice,18370119,Beetlejuice,1997-08-22,,Warner Home Video
6610100,Spirit: Stallion of the Cimarron,45500119,Spirit: Stallion of Cimarron,2010-05-18,Regular,Dreamworks Animated Video
6630100,Hotel for Dogs,27560119,Hotel for Dogs,2009-04-28,,Paramount Home Video
6640100,Ben-Hur,59460119,Ben-Hur,2001-03-13,,Warner Home Video
6650100,Barnyard: The Original Party Animals,5370119,Barnyard - The Original Party Animals,2006-12-12,,Paramount Home Video
6660100,Jackass: Number Two,5470119,Jackass - Number Two,2006-12-26,,Paramount Home Video
6670100,The Interpreter,18540119,"Interpreter, The",2005-10-04,,Universal Home Entertainment
6690100,Vantage Point,17340119,Vantage Point,2008-07-01,,Sony Pictures Home Entertainment
6700100,I Know What You Did Last Summer,18220119,I Know What You Did Last Summer,2000-02-29,,Sony Pictures Home Entertainment
6730100,Fred Claus,22550119,Fred Claus,2008-11-25,,Warner Home Video
6740100,My Fair Lady,120090119,My Fair Lady,2009-10-06,Regular,Paramount Home Video
6760100,R.V.,3590119,R.V.,2006-08-15,,Sony Pictures Home Entertainment
6820100,Sideways,24120119,Sideways,2005-04-05,,Fox Home Entertainment
6830100,Bridget Jones's Diary,101970119,Bridget Jones's Diary,2001-10-09,Regular,Miramax Video
6840100,"I Love You, Man",28810119,"I Love You, Man",2009-08-11,,Dreamworks Video
6850100,Galaxy Quest,104170119,Galaxy Quest,2009-05-12,Regular,Warner Home Video
6890100,The Spiderwick Chronicles,16120119,"Spiderwick Chronicles, The",2008-06-24,,Paramount Home Video
6920100,John Q,100640119,John Q,2002-07-16,Regular,New Line Home Video
6980100,V for Vendetta,1180119,V for Vendetta,2006-08-01,,Warner Home Video
7030100,World Trade Center,5020119,World Trade Center,2006-12-12,,Paramount Home Video
7040100,Rocky Balboa,8190119,Rocky Balboa,2007-03-20,,Sony Pictures Home Entertainment
7050100,Fool's Gold,16610119,Fool's Gold,2008-06-17,,Warner Home Video
7080100,Big Momma's House 2,2570119,Big Momma's House 2,2006-05-09,,Fox Home Entertainment
7090100,Blade,21770119,Blade,1998-12-22,,New Line Home Video
7110100,The Golden Compass,14540119,"Golden Compass, The",2008-04-29,,New Line Home Video
7120100,Kill Bill: Volume 1,21560119,Kill Bill: Volume 1,2004-04-13,,Miramax Video
7150100,Seven Pounds,25470119,Seven Pounds,2009-03-31,,Sony Pictures Home Entertainment
7170100,Swordfish,19960119,Swordfish,2001-10-30,,Warner Home Video
7220100,The Thomas Crown Affair,20750119,"Thomas Crown Affair, The",2000-01-04,,MGM Video
7230100,White Chicks,79800119,White Chicks,2004-10-26,Regular,Sony Pictures Home Entertainment
7240100,Lost In Space,53600119,Lost In Space,1999-08-31,Regular,Warner Home Video
7250100,Guess Who,18550119,Guess Who,2005-08-02,,Sony Pictures Home Entertainment
7270100,Sahara,18560119,Sahara,2005-08-30,,Paramount Home Video
7310100,Bring it On,96070119,Bring it On,2014-07-01,Regular,Universal Home Entertainment
7340100,Obsessed,28430119,Obsessed,2009-08-04,,Sony Pictures Home Entertainment
7400100,Heat,56880119,Heat,1996-06-24,,Warner Home Video
7410100,Holes,101710119,Holes,2003-09-23,Regular,Walt Disney Home Entertainment
7420100,Role Models,24910119,Role Models,2009-03-10,,Universal Home Entertainment
7440100,Coach Carter,14420119,Coach Carter,2005-06-21,,Paramount Home Video
7470100,Race to Witch Mountain,28800119,Race to Witch Mountain,2009-08-04,,Walt Disney Home Entertainment
7520100,End of Days,51840119,End of Days,2010-01-05,Regular,Universal Home Entertainment
7530100,The Mexican,44720119,The Mexican,2010-11-02,Regular,Dreamworks Video
7580100,Charlie Wilson's War,16060119,Charlie Wilson's War,2008-04-22,,Universal Home Entertainment
7650100,The Parent Trap,103620119,The Parent Trap,2005-05-31,Regular,Walt Disney Home Entertainment
7660100,Kill Bill: Volume 2,21570119,Kill Bill: Volume 2,2004-08-10,,Miramax Video
7680100,Herbie: Fully Loaded,18570119,Herbie: Fully Loaded,2005-10-25,,Walt Disney Home Entertainment
7720100,Lara Croft: Tomb Raider: The Cradle of Life,171210119,Lara Croft: Tomb Raider: The Cradle of Life,2003-11-18,Regular,Paramount Home Video
7740100,Anaconda,27090119,Anaconda,1998-01-20,,Sony Pictures Home Entertainment
7770100,The Taking of Pelham 123,31130119,The Taking of Pelham 123,2009-11-03,,Sony Pictures Home Entertainment
7780100,Step Up,5690119,Step Up,2006-12-19,,Walt Disney Home Entertainment
7790100,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,16670119,Hannah Montana/Miley Cyrus - Best of Both Worlds 3D,2008-08-19,,Walt Disney Home Entertainment
7800100,The Amityville Horror,13860119,"Amityville Horror, The (2005)",2005-10-04,,MGM Video
7820100,Barbershop 2: Back in Business,185060119,Barbershop 2: Back in Business,2004-01-01,Regular,MGM Video
7850100,Friday the 13th,29060119,Friday the 13th (2009),2009-06-16,,Warner Home Video
7880100,Stuart Little 2,35090119,Stuart Little 2,2002-12-10,,Sony Pictures Home Entertainment
7910100,Flushed Away,6640119,Flushed Away,2007-02-20,,Paramount Home Video
7920100,L.A. Confidential,19290119,L.A. Confidential,1998-04-21,,Warner Home Video
7920100,L.A. Confidential,54970119,L.A. Confidential,1998-10-13,Regular,Warner Home Video
7930100,The Happening,22180119,"Happening, The",2008-10-07,,Fox Home Entertainment
7950100,Miracle,14380119,Miracle,2004-05-18,,Walt Disney Home Entertainment
7960100,Jackass: The Movie,3720119,Jackass: The Movie,2003-03-25,,Paramount Home Video
7970100,Down to Earth,19930119,Down to Earth,2001-07-10,,Paramount Home Video
7980100,17 Again,29500119,17 Again,2009-08-11,,Warner Home Video
7990100,Life,54160119,Life,2010-06-01,Regular,Warner Home Video
8000100,Déjà Vu,8510119,Deja Vu,2007-04-24,,Walt Disney Home Entertainment
8010100,Sky High,18580119,Sky High,2005-11-29,,Walt Disney Home Entertainment
8030100,Dirty Dancing,3560119,Dirty Dancing,1997-08-27,,Live / Artisan
8060100,Mona Lisa Smile,50000119,Mona Lisa Smile,2004-06-01,Regular,Sony Pictures Home Entertainment
8120100,The Fifth Element,19320119,The Fifth Element,1997-12-10,,Sony Pictures Home Entertainment
8150100,Miami Vice,5330119,Miami Vice,2006-12-05,,Universal Home Entertainment
8180100,Bewitched,18590119,Bewitched,2005-10-25,,Sony Pictures Home Entertainment
8190100,Saw IV,14590119,Saw IV,2008-01-22,,Lionsgate Home Entertainment
8200100,The Holiday,6980119,"Holiday, The",2007-03-13,,Sony Pictures Home Entertainment
8220100,Madea's Family Reunion,2870119,Madea's Family Reunion,2006-06-27,,Lionsgate Home Entertainment
8230100,The Final Destination,34100119,The Final Destination,2010-01-05,,New Line Home Video
8240100,Forgetting Sarah Marshall,20340119,Forgetting Sarah Marshall,2008-09-30,,Universal Home Entertainment
8280100,Jarhead,1730119,Jarhead,2006-03-07,,Universal Home Entertainment
8290100,The Fast and the Furious: Tokyo Drift,3920119,"Fast and the Furious, The: Tokyo Drift",2006-09-26,Regular,Universal Home Entertainment
8330100,Spy Game,27970119,Spy Game,2002-04-09,,Universal Home Entertainment
8340100,Underworld: Evolution,1910119,Underworld - Evolution,2006-06-06,,Sony Pictures Home Entertainment
8370100,Cinderella Man,1380119,Cinderella Man,2005-12-06,,Universal Home Entertainment
8390100,The Goonies,11440119,The Goonies,2001-08-21,,Warner Home Video
8410100,Stomp the Yard,8870119,Stomp the Yard,2007-05-15,,Sony Pictures Home Entertainment
8440100,The Cell,111100119,The Cell,2015-07-07,Regular,New Line Home Video
8450100,Friday Night Lights,14410119,Friday Night Lights,2005-01-18,,Universal Home Entertainment
8460100,The Time Traveler's Wife,34350119,The Time Traveler's Wife,2010-02-09,,New Line Home Video
8480100,The Shaggy Dog,3410119,"Shaggy Dog, The",2006-08-01,,Walt Disney Home Entertainment
8530100,Poseidon,3060119,Poseidon,2006-08-22,,Warner Home Video
8540100,Three Kings,19850119,Three Kings,2000-04-11,,Warner Home Video
8580100,Baby Mama,20310119,Baby Mama,2008-09-09,,Universal Home Entertainment
8610100,Burn After Reading,23360119,Burn After Reading,2008-12-23,,Universal Home Entertainment
8640100,The Family Stone,2270119,"Family Stone, The",2006-05-02,,Fox Home Entertainment
8660100,Brüno,30650119,Brüno,2009-11-17,,Universal Home Entertainment
8720100,The Good Shepherd,6970119,"Good Shepherd, The",2007-03-27,,Universal Home Entertainment
8730100,Little Miss Sunshine,5130119,Little Miss Sunshine,2006-12-19,,Fox Home Entertainment
8740100,The Benchwarmers,1120119,"Benchwarmers, The",2006-07-25,,Sony Pictures Home Entertainment
8750100,Predator,22280119,Predator,2000-12-26,,Fox Home Entertainment
8760100,Hellboy,19790119,Hellboy,2004-06-21,,Sony Pictures Home Entertainment
8810100,Love Actually,6790119,Love Actually,2004-04-27,Regular,Universal Home Entertainment
8840100,Dawn of the Dead,21810119,Dawn of the Dead,2004-10-26,,Universal Home Entertainment
8860100,Surf's Up,10970119,Surf's Up,2007-10-09,,Sony Pictures Home Entertainment
8870100,Behind Enemy Lines,61460119,Behind Enemy Lines,2008-09-23,Regular,Fox Home Entertainment
8880100,Bride Wars,27550119,Bride Wars,2009-04-28,,Fox Home Entertainment
8900100,Curious George,3400119,Curious George,2006-09-26,,Universal Home Entertainment
8910100,Little Man,5190119,Little Man,2006-11-07,,Sony Pictures Home Entertainment
8950100,Funny Girl,80510119,Funny Girl,2013-04-30,Regular,Sony Pictures Home Entertainment
8970100,Anastasia,61290119,Anastasia,2008-11-11,Regular,Fox Home Entertainment
8990100,Halloween,12300119,Halloween (2007),2007-12-18,Regular,Weinstein Co./Genius
9010100,Ali,146240119,Ali,2002-01-01,Regular,Sony Pictures Home Entertainment
9040100,Step Up 2 the Streets,17640119,Step Up 2: The Streets,2008-07-15,,Walt Disney Home Entertainment
9060100,The Butterfly Effect,13250119,"Butterfly Effect, The",2004-07-06,,New Line Home Video
9070100,Red Eye,860119,Red Eye,2006-01-10,Regular,Dreamworks Video
9100100,Invincible,5520119,Invincible (2006),2006-12-19,,Walt Disney Home Entertainment
9110100,The Chronicles of Riddick,25780119,"Chronicles of Riddick, The",2004-11-16,,Universal Home Entertainment
