movie_odid,display_name,production_company,billing,financing,in association with,production
2830100,Charlie's Angels,Tall Trees,4,,,1
2840100,Tomorrow Never Dies,Eon Productions,1,1,,1
2840100,Tomorrow Never Dies,Metro-Goldwyn-Mayer Pictures,2,1,,
2840100,Tomorrow Never Dies,United Artists,3,1,,
2860100,The Devil Wears Prada,Fox 2000 Pictures,1,1,,
2860100,The Devil Wears Prada,Wendy Fineman Productions,2,,,1
2870100,Something's Gotta Give,Columbia Pictures,1,1,,
2870100,Something's Gotta Give,Warner Bros.,2,1,,
2870100,Something's Gotta Give,Waverly Films,3,,,1
2940100,The Bodyguard,Warner Bros.,1,1,,1
2940100,The Bodyguard,Tig Productions,2,,,1
2960100,The Bourne Identity,The Kennedy/Marshall Company,1,,,1
2970100,Superbad,Columbia Pictures,1,1,,
2970100,Superbad,Judd Apatow,2,,,1
2990100,50 First Dates,Happy Madison,,,,
3020100,Seabiscuit,Universal Pictures,1,1,,
3020100,Seabiscuit,DreamWorks Pictures,2,1,,
3020100,Seabiscuit,Spyglass Entertainment,3,1,,
3020100,Seabiscuit,Larger Than Life,4,,,1
3020100,Seabiscuit,The Kennedy/Marshall Company,5,,,1
3030100,Van Helsing,Sommers Company,1,,,1
3040100,Four Christmases,Spyglass Entertainment,,,,
3060100,I Now Pronounce You Chuck and Larry,Universal Pictures,1,1,,
3060100,I Now Pronounce You Chuck and Larry,Relativity Media,2,1,,
3060100,I Now Pronounce You Chuck and Larry,Happy Madison,3,,,1
3080100,Walk the Line,Fox 2000 Pictures,1,1,,
3080100,Walk the Line,Tree Line Film,2,0,,1
3080100,Walk the Line,Catfish,3,,,1
3120100,Fahrenheit 9/11,Dog Eat Dog,1,1,,
3120100,Fahrenheit 9/11,Wild Bunch,2,1,,
3120100,Fahrenheit 9/11,Jim Czarnecki,3,,,1
3130100,Hairspray,New Line Cinema,1,1,,
3130100,Hairspray,Ingenious Film Partners,2,1,1,
3130100,Hairspray,Zadan/Meron,3,,,1
3140100,The Break-Up,Wild West Picture Show,1,,,1
3150100,Lemony Snicket's A Series of Unfortunate Events,Paramount Pictures,1,1,,
3150100,Lemony Snicket's A Series of Unfortunate Events,DreamWorks Pictures,2,1,,
3150100,Lemony Snicket's A Series of Unfortunate Events,Parkes+Macdonald Productions,3,,,1
3150100,Lemony Snicket's A Series of Unfortunate Events,Nikelodeon Movies,4,,,1
3160100,Blades of Glory,DreamWorks Pictures,1,1,,
3160100,Blades of Glory,Red Hour Productions,2,,,1
3160100,Blades of Glory,Smart Entertainment,3,,,1
3170100,The Sum of All Fears,Mace Neufeld,1,,,1
3200100,Big Momma's House,20th Century Fox,1,1,,
3200100,Big Momma's House,Regency Enterprises,3,1,,
3200100,Big Momma's House,David T. Friendly,2,,,1
3200100,Big Momma's House,Runteldat Entertainment,4,,,1
3210100,Die Hard 2,Silver Pictures,,,,
3230100,G-Force,Jerry Bruckheimer,2,1,,1
3230100,G-Force,Walt Disney Pictures,1,1,,
3240100,Ocean's Thirteen,Warner Bros.,1,,,1
3250100,S.W.A.T.,Columbia Pictures,1,,,1
3280100,Notting Hill,PolyGram Filmed Entertainment,1,1,,
3280100,Notting Hill,Working Title Films,2,1,1,
3280100,Notting Hill,Notting Hill Pictures,3,,,1
3300100,You've Got Mail,Warner Bros.,1,,,
3310100,Ghost Rider,Relativity Media,3,1,1,
3310100,Ghost Rider,Columbia Pictures,1,1,,
3310100,Ghost Rider,Crystal Sky Pictures,2,1,1,
3320100,Remember the Titans,Walt Disney Pictures,1,1,,
3320100,Remember the Titans,Jerry Bruckheimer,2,1,1,
3320100,Remember the Titans,Technical Black,3,,,1
3360100,Dodgeball: A True Underdog Story,Red Hour Productions,1,,,1
3370100,The Village,Touchstone Pictures,1,1,,
3370100,The Village,Blinding Edge Pictures,2,,,1
3370100,The Village,Scott Rudin Productions,3,,,1
3380100,Bolt,Walt Disney Pictures,1,1,0,0
3380100,Bolt,Walt Disney Animation Studios,2,0,0,1
3390100,Wild Wild West,Peters Entertainment,1,,,1
3390100,Wild Wild West,Sonnenfeld-Joseph,2,,,1
3410100,The Patriot,Columbia Pictures,1,1,,
3410100,The Patriot,Mutual Film Company,2,,,1
3410100,The Patriot,Centropolis Entertainment,3,,,1
3420100,The Pacifier,Walt Disney Pictures,1,1,,
3420100,The Pacifier,Spyglass Entertainment,2,1,1,0
3420100,The Pacifier,Birnbaum/Barber,3,,,1
3430100,Dr. Dolittle 2,Davis Entertainment,,,,
3440100,Spy Kids,Troublemaker Studios,1,,,1
3460100,District 9,Wingnut Films,,,,
3470100,Face/Off,Douglas/Reuther,1,,,1
3470100,Face/Off,WCG,2,,,1
3470100,Face/Off,David Permut,3,,,1
3490100,Spy Kids 3-D: Game Over,Troublemaker Studios,1,,,1
3500100,Inglourious Basterds,A Band Apart,1,,,1
3500100,Inglourious Basterds,Zehnte Babelsberg,2,,,1
3510100,Doctor Zhivago,Metro-Goldwyn-Mayer Pictures,1,1,,
3510100,Doctor Zhivago,Carlo Ponti Production,2,,,1
3520100,Enemy of the State,Don Simpson,1,,,1
3520100,Enemy of the State,Jerry Bruckheimer,2,,,1
3520100,Enemy of the State,Scott Free Films,3,,,1
3540100,The Last Samurai,Radar Pictures,1,,,1
3540100,The Last Samurai,The Bedford Falls Company,2,,,1
3540100,The Last Samurai,Cruise-Wagner,3,,,1
3550100,Fun With Dick And Jane,Columbia Pictures,1,1,,
3550100,Fun With Dick And Jane,Imagine Entertainment,2,1,,
3550100,Fun With Dick And Jane,Brian Grazer Productions,3,,,1
3550100,Fun With Dick And Jane,JC 23 Entertainment,4,,,1
3550100,Fun With Dick And Jane,Bart/Palevsky,5,,,1
3560100,Tropic Thunder,DreamWorks Pictures,1,1,,
3560100,Tropic Thunder,Red Hour Productions,2,,,1
3560100,Tropic Thunder,Goldcrest Films,3,,1,1
3570100,The Grudge,Ghost House Pictures,1,,,
3580100,Freaky Friday,Walt Disney Pictures,1,,,
3590100,Bedtime Stories,Walt Disney Pictures,1,1,0,0
3590100,Bedtime Stories,Happy Madison,2,0,0,1
3590100,Bedtime Stories,Conman & Izzy,3,0,0,1
3630100,The 40 Year-old Virgin,Judd Apatow,1,,,1
3670100,Black Hawk Down,Revolution Studios,2,1,,
3670100,Black Hawk Down,Columbia Pictures,1,1,,
3670100,Black Hawk Down,Jerry Bruckheimer,3,1,0,1
3670100,Black Hawk Down,Scott Free Films,4,1,1,
3700100,The Princess Diaries,Walt Disney Pictures,1,,,1
3720100,Pulp Fiction,Jersey Films,1,,,1
3720100,Pulp Fiction,A Band Apart,2,,,1
3740100,Watchmen,Legendary Pictures,1,1,,
3740100,Watchmen,Lawrence Gordon,2,,,1
3740100,Watchmen,Lloyd Levin,3,,,1
3760100,Analyze This,Warner Bros.,1,,,1
3770100,Miss Congeniality,Castle Rock Entertainment,1,,,1
3770100,Miss Congeniality,Village Roadshow Productions,2,,,
3780100,Chicken Run,Aardman Animations,1,,,1
3780100,Chicken Run,DreamWorks Animation,2,,,
3840100,The Italian Job,De Line Pictures,1,,,1
3930100,Daddy Day Care,Revolution Studios,,,,
3930100,Daddy Day Care,Davis Entertainment,,,,
3940100,Road to Perdition,DreamWorks Pictures,1,1,,
3940100,Road to Perdition,20th Century Fox,2,1,1,
3940100,Road to Perdition,Zancuk Company,3,,,1
3960100,Dreamgirls,DreamWorks Pictures,1,1,,
3960100,Dreamgirls,Paramount Pictures,2,1,,
3960100,Dreamgirls,Laurence Mark,3,,,1
4020100,The Aviator,Initial Entertainment Group,2,,,1
4020100,The Aviator,Forward Pass,1,,,1
4030100,Daredevil,Regency Enterprises,2,1,,
4030100,Daredevil,20th Century Fox,1,1,,
4030100,Daredevil,Marvel Studios,3,1,1,
4030100,Daredevil,New Regency,4,,,1
4030100,Daredevil,Horseshoe Bay,5,,,1
4090100,Journey to the Center of the Earth,New Line Cinema,1,1,,
4090100,Journey to the Center of the Earth,Walden Media,2,1,1,
4090100,Journey to the Center of the Earth,Charlotte Huggins,3,,,1
4100100,Gone in 60 Seconds,Touchstone Pictures,1,1,,
4100100,Gone in 60 Seconds,Jerry Bruckheimer,2,1,,1
4130100,Eagle Eye,DreamWorks Pictures,1,1,,
4130100,Eagle Eye,K/O Productions,2,,,1
4140100,The Prince of Egypt,DreamWorks SKG,1,,,
4140100,The Prince of Egypt,DreamWorks Animation,2,,,
4190100,Con Air,Touchstone Pictures,1,,,1
4200100,Sleepy Hollow,Paramount Pictures,1,1,,
4200100,Sleepy Hollow,Mandalay Vision,2,1,,
4200100,Sleepy Hollow,Scott Rudin Productions,3,,,1
4200100,Sleepy Hollow,American Zoetrope,4,,,1
4210100,The Cat in the Hat,DreamWorks Pictures,2,1,,
4210100,The Cat in the Hat,Universal Pictures,1,1,,
4210100,The Cat in the Hat,Imagine Entertainment,3,1,,
4210100,The Cat in the Hat,Brian Grazer Productions,4,,,1
4220100,Contact,Warner Bros.,1,,,1
4230100,Charlie's Angels: Full Throttle,Columbia Pictures,1,1,,
4230100,Charlie's Angels: Full Throttle,Leonard Goldberg,2,,,1
4230100,Charlie's Angels: Full Throttle,Flower Films,3,,,1
4230100,Charlie's Angels: Full Throttle,Tall Trees,4,,,1
4230100,Charlie's Angels: Full Throttle,Wonderland Sound and Vision,5,,,1
4250100,Vanilla Sky,Cruise-Wagner,1,,,1
4250100,Vanilla Sky,Vynil Films,2,,,1
4270100,Million Dollar Baby,Warner Bros.,1,,,
4290100,Step Brothers,Columbia Pictures,1,1,,
4290100,Step Brothers,Relativity Media,2,1,1,
4290100,Step Brothers,Judd Apatow,3,,,1
4290100,Step Brothers,Mosaic Media,4,,,1
4290100,Step Brothers,Gary Sanchez Productions,5,,,1
4320100,Shakespeare in Love,Miramax Films,1,1,0,0
4320100,Shakespeare in Love,Universal Pictures,2,1,0,0
4320100,Shakespeare in Love,The Bedford Falls Company,3,1,0,1
4330100,Evan Almighty,Relativity Media,,,,
4330100,Evan Almighty,Spyglass Entertainment,,,,
4340100,Collateral,DreamWorks Pictures,1,1,,
4340100,Collateral,Paramount Pictures,2,1,,
4340100,Collateral,Parkes+Macdonald Productions,3,,,1
4340100,Collateral,Edge City,4,,,1
4340100,Collateral,Image Nation,5,,,1
4380100,You Don't Mess With the Zohan,Columbia Pictures,1,1,,
4380100,You Don't Mess With the Zohan,Relativity Media,2,1,1,
4380100,You Don't Mess With the Zohan,Happy Madison,3,,,1
4390100,Die Hard: With a Vengeance,20th Century Fox,1,,,1
4430100,Meet the Robinsons,Walt Disney Pictures,1,1,,
4430100,Meet the Robinsons,Dorothy McKim,2,,,1
4440100,Yes Man,Warner Bros.,1,1,,
4440100,Yes Man,Village Roadshow Productions,2,1,1,
4440100,Yes Man,Heyday Films,3,,,1
4440100,Yes Man,Zancuk Company,4,,,1
4460100,Public Enemies,Universal Pictures,1,1,,
4460100,Public Enemies,Relativity Media,2,1,1,
4460100,Public Enemies,Forward Pass,3,,,1
4460100,Public Enemies,Misher Films,4,,,1
4460100,Public Enemies,Tribeca Film,5,,1,1
4460100,Public Enemies,Appian Way,6,,1,1
4470100,The Others,Tom Cruise Productions,1,,,1
4470100,The Others,Wagner Productions,2,,,1
4470100,The Others,Sogecine,3,,,1
4470100,The Others,Las Producciones Del Escorpion,4,,,1
4490100,Schindler’s List,Universal Pictures,1,,,1
4490100,Schindler’s List,Amblin Entertainment,2,,,1
4510100,Norbit,DreamWorks Pictures,1,1,,
4510100,Norbit,John Davis,2,,,1
4520100,Cold Mountain,Mirage Enterprises,1,,,1
4520100,Cold Mountain,Bona Fide,2,,,1
4550100,The Princess Diaries 2: Royal Engagement,Walt Disney Pictures,1,,,
4560100,Unbreakable,Touchstone Pictures,1,,,1
4560100,Unbreakable,Blinding Edge Pictures,2,,,1
4580100,Beverly Hills Chihuahua,Walt Disney Pictures,1,1,0,0
4580100,Beverly Hills Chihuahua,Mandeville Films,2,0,0,1
4580100,Beverly Hills Chihuahua,Smart Entertainment,3,0,0,1
4590100,He's Just Not That Into You,New Line Cinema,1,1,,
4590100,He's Just Not That Into You,Flower Film,2,,,1
4600100,Maid in Manhattan,Revolution Studios,1,,,1
4610100,Master and Commander: The Far Side of the World,20th Century Fox,1,1,,
4610100,Master and Commander: The Far Side of the World,Miramax Films,2,1,,
4610100,Master and Commander: The Far Side of the World,Universal Pictures,3,1,,
4610100,Master and Commander: The Far Side of the World,Samuel Goldwyn Films,4,,,1
4620100,The Mask of Zorro,Amblin Entertainment,1,,,
4630100,America's Sweethearts,Revolution Studios,,,,
4660100,The Bucket List,Zadan/Meron,1,,,1
4660100,The Bucket List,Reiner Greisman,2,,,1
4670100,Cats & Dogs,Village Roadshow Productions,,,,
4680100,Two Weeks Notice,Castle Rock Entertainment,1,1,,
4680100,Two Weeks Notice,Village Roadshow Productions,2,,,1
4680100,Two Weeks Notice,NPV Entertainment,3,,,1
4700100,Flubber,Walt Disney Pictures,1,,,1
4710100,Red Dragon,Universal Pictures,1,,,1
4710100,Red Dragon,Imagine Entertainment,2,,,1
4720100,When Harry Met Sally…,Castle Rock Entertainment,1,1,,
4720100,When Harry Met Sally…,Nelson Entertainment,2,1,1,
4720100,When Harry Met Sally…,Rob Reiner,3,,,1
4780100,The Haunting,Roth/Arnold,1,,,1
4790100,Stepmom,Columbia Pictures,1,,,1
4790100,Stepmom,1492 Pictures,2,,,1
4810100,The Karate Kid,Sony Pictures,1,,,1
4840100,The Game Plan,Walt Disney Pictures,1,1,,
4840100,The Game Plan,Mayhem Pictures,2,,,1
4860100,The Scorpion King,Alphaville,1,,,1
4870100,"Me, Myself & Irene",Twentieth Century Fox,1,,,1
4890100,Madea Goes To Jail,Tyler Perry Studios,2,1,,
4890100,Madea Goes To Jail,Reuben Cannon Productions,3,,,1
4890100,Madea Goes To Jail,Lionsgate,4,,,1
4920100,Space Cowboys,Warner Bros.,1,,,1
4940100,Mystic River,Warner Bros.,1,,,1
4950100,Flightplan,Touchstone Pictures,1,1,0,0
4950100,Flightplan,Imagine Entertainment,2,1,0,0
4950100,Flightplan,Brian Grazer Productions,3,0,0,1
4960100,Julie & Julia,Columbia Pictures,1,1,,
4960100,Julie & Julia,Easy There Tiger,2,,,1
4960100,Julie & Julia,Amy Robinson,3,,,1
4960100,Julie & Julia,Laurence Mark,4,,,1
4980100,The Emperor's New Groove,Walt Disney Animation Studios,,,,
5010100,Failure to Launch,Scott Rudin Productions,1,,,1
5010100,Failure to Launch,Aversano Films,2,,,1
5020100,Inside Man,Universal Pictures,1,1,,
5020100,Inside Man,Imagine Entertainment,2,1,,
5020100,Inside Man,Brian Grazer Productions,3,,,1
5030100,The Ugly Truth,Columbia Pictures,1,1,,
5030100,The Ugly Truth,Relativity Media,2,1,1,
5030100,The Ugly Truth,Lakeshore Entertainment,3,,,1
5030100,The Ugly Truth,Steven Reuther,4,,,1
5050100,Starsky & Hutch,Warner Bros.,1,1,,
5050100,Starsky & Hutch,Dimension Films,2,1,,
5050100,Starsky & Hutch,Riche-Ludwig,3,,,1
5050100,Starsky & Hutch,Weed Road Pictures,4,,,1
5050100,Starsky & Hutch,Red Hour Productions,5,,,1
5080100,Entrapment,Regency Enterprises,1,1,,
5080100,Entrapment,20th Century Fox,2,1,,
5080100,Entrapment,Fountainbridge Films,3,,,1
5110100,Pineapple Express,Columbia Pictures,1,1,,
5110100,Pineapple Express,Relativity Media,2,1,1,
5110100,Pineapple Express,Judd Apatow,3,,,1
5120100,Everest,Working Title Films,,,,
5180100,Young Frankenstein,Fiery Angel,1,1,,1
5190100,Mean Girls,Paramount Pictures,1,1,,
5190100,Mean Girls,Lorne Michaels,2,,,1
5220100,SpongeBob SquarePants: The Movie,Nickelodeon Films,1,,,1
5220100,SpongeBob SquarePants: The Movie,United Plankton Pictures,2,,1,1
5230100,Brother Bear,Walt Disney Animation Studios,,,,
5270100,Open Season,Columbia Pictures,1,1,,
5270100,Open Season,Sony Pictures Animation,2,,,1
5330100,Anchorman: The Legend of Ron Burgundy,DreamWorks Pictures,1,1,,
5330100,Anchorman: The Legend of Ron Burgundy,Judd Apatow,2,,,1
5340100,Atlantis: The Lost Empire,Walt Disney Animation Studios,,,,
5440100,Valkyrie,Metro-Goldwyn-Mayer Pictures,1,1,,
5440100,Valkyrie,United Artistic Group,2,1,,
5440100,Valkyrie,Bad Hat Harry Productions,3,,,1
5440100,Valkyrie,Achte Babelsberg Film,4,,1,1
5450100,Brokeback Mountain,River Road Entertainment,,,,
5470100,Charlotte's Web,Nickelodeon Films,4,,,1
5470100,Charlotte's Web,Walden Media,2,1,,
5470100,Charlotte's Web,Paramount Pictures,1,1,,
5470100,Charlotte's Web,Kerner Entertainment Company,3,,,1
5480100,Monster-in-Law,Benderspink Productions,1,,,1
5480100,Monster-in-Law,Spring Creek Prod,2,,,1
5560100,Bridge to Terabithia,Walt Disney Pictures,1,1,0,0
5560100,Bridge to Terabithia,Walden Media,2,1,0,0
5560100,Bridge to Terabithia,Hal Lieberman Company,3,0,0,1
5560100,Bridge to Terabithia,Lauren Levine,4,0,0,1
5580100,Beowulf,Paramount Pictures,1,1,,
5580100,Beowulf,Shangri-La Entertainment,2,,,1
5580100,Beowulf,ImageMovers,3,,,1
5600100,Eight Below,Walt Disney Pictures,1,1,0,0
5600100,Eight Below,Spyglass Entertainment,2,1,1,0
5600100,Eight Below,Mandeville Films,3,0,0,1
5640100,Die Hard,Silver Pictures,,,,
5650100,The Talented Mr. Ripley,Mirage Enterprises,1,,,1
5650100,The Talented Mr. Ripley,Timnick Film,2,,,1
5660100,School of Rock,Scott Rudin Productions,1,,,1
5730100,The Notebook,New Line Cinema,1,1,,
5730100,The Notebook,Gran Via,2,,,1
5750100,Alien,Twentieth Century Fox,1,,,1
5800100,AVP: Alien Vs. Predator,Davis Entertainment,,,,
5810100,What Happens in Vegas...,20th Century Fox,1,1,,
5810100,What Happens in Vegas...,Regency Enterprises,2,1,,
5810100,What Happens in Vegas...,21 Laps Entertainment,3,,,1
5810100,What Happens in Vegas...,Mosaic Media,4,,,1
5820100,The Dukes of Hazzard,Village Roadshow Productions,,,,
5830100,The Wedding Singer,Robert Simonds Company,1,,,1
5830100,The Wedding Singer,Brad Grey,2,,,1
5850100,Disturbia,DreamWorks Pictures,,,,
5860100,Nacho Libre,Nickelodeon Films,1,,,1
5860100,Nacho Libre,Black & White,2,,,1
5860100,Nacho Libre,Paramount Pictures,3,1,,
5870100,Jumper,Regency Enterprises,1,1,,
5870100,Jumper,New Regency,2,0,,1
5870100,Jumper,Hypnotic,3,,,1
5880100,Cloverfield,Bad Robot,1,,,1
5910100,Knowing,Escape Artists,1,,,1
5910100,Knowing,Mystery Clock Cinema,2,,1,1
5960100,Hannah Montana the Movie,Walt Disney Pictures,1,1,,
5960100,Hannah Montana the Movie,Millar/Gough Ink,2,1,,1
5970100,The Day the Earth Stood Still,20th Century Fox,1,1,,
5970100,The Day the Earth Stood Still,Dune Entertainment,2,1,1,1
5970100,The Day the Earth Stood Still,3 Arts Entertainment,3,,,1
6010100,City of Angels,Regency Enterprises,1,1,1,
6010100,City of Angels,Warner Bros.,2,1,,
6010100,City of Angels,Atlas Entertainment,3,,,1
6020100,The English Patient,Tiger Moth Productions,1,,,
6040100,Artificial Intelligence: AI,Amblin Entertainment,,,,
6040100,Artificial Intelligence: AI,DreamWorks Pictures,,,,
6060100,We Were Soldiers,Icon Productions,1,,,1
6060100,We Were Soldiers,Wheelhouse Entertainment,2,,,1
6080100,Man on Fire,Twentieth Century Fox,1,,,1
6080100,Man on Fire,Regency Enterprises,2,,,1
6100100,Gangs of New York,Alberto Grimaldi,1,,,
6150100,The Terminal,DreamWorks Pictures,1,1,,
6150100,The Terminal,Amblin Entertainment,2,1,,
6150100,The Terminal,Parkes+Macdonald Productions,1,,,1
6220100,Training Day,Training Day Productions,1,,,1
6250100,Conspiracy Theory,Silver Pictures,,,,
6270100,Constantine,Weed Road Pictures,,,,
6270100,Constantine,Village Roadshow Productions,,,,
6280100,The Ring Two,Parkes+Macdonald Productions,1,,,1
6310100,"You, Me and Dupree",Stuber-Parent,1,,,1
6310100,"You, Me and Dupree",Avis-Davis,2,,,1
6330100,The Family Man,Big Ed Picture Company,1,,,1
6380100,The Horse Whisperer,Touchstone Pictures,1,,,
6390100,Garfield: The Movie,Davis Entertainment,1,,,1
6390100,Garfield: The Movie,Twentieth Century Fox,2,1,,
6400100,Ray,Universal Pictures,1,,,1
6400100,Ray,Bristol Bay Productions,2,,,1
6410100,Coraline,Laika,2,1,,
6410100,Coraline,Pandemonium,3,1,1,
6410100,Coraline,Focus Features,1,1,,
6410100,Coraline,Bill Mechanic,4,,,1
6420100,Old School,Montecito Picture Company,1,,,1
6440100,The Exorcism of Emily Rose,Lakeshore Entertainment,,,,
6450100,Eragon,Davis Entertainment,,,,
6500100,Four Brothers,di Bonaventura Pictures,1,,,1
6530100,No Country for Old Men,Scott Rudin Productions,1,,,1
6530100,No Country for Old Men,Mike Zoss,2,,,1
6540100,Sin City,Troublemaker Studios,1,,,1
6560100,Christmas with the Kranks,Revolution Studios,1,,,
6560100,Christmas with the Kranks,1492 Pictures,2,,,
6580100,Monster House,Columbia Pictures,1,1,,
6580100,Monster House,Robert Zemeckis,2,1,,
6580100,Monster House,Steven Spielberg,3,1,,
6580100,Monster House,Relativity Media,4,1,,
6580100,Monster House,ImageMovers,5,,,1
6580100,Monster House,Amblin Entertainment,6,,,1
6590100,Deep Blue Sea,"Deep Blue, Ltd.",1,,,1
6600100,Beetlejuice,Geffen Film,1,,,1
6610100,Spirit: Stallion of the Cimarron,DreamWorks Animation,1,,,
6630100,Hotel for Dogs,Donners’ Company,1,,,
6630100,Hotel for Dogs,Montecito Picture Company,2,,,
6650100,Barnyard: The Original Party Animals,Nickelodeon Films,,,,
6670100,The Interpreter,Universal Pictures,1,,,1
6670100,The Interpreter,Working Title Films,2,,,1
6690100,Vantage Point,Columbia Pictures,1,1,,
6690100,Vantage Point,Relativity Media,2,1,1,
6690100,Vantage Point,Original Film,3,,,1
6730100,Fred Claus,Silver Pictures,1,,,1
6730100,Fred Claus,David Dobkin Pictures,2,,1,1
6730100,Fred Claus,Jessie Nelson Productions,3,,1,1
6740100,My Fair Lady,Warner Bros.,1,1,,1
6760100,R.V.,Columbia Pictures,1,1,,
6760100,R.V.,Relativity Media,2,1,1,
6760100,R.V.,Red Wagon Entertainment,3,,,1
6760100,R.V.,Intermedia Film,4,,,1
6760100,R.V.,IMF,5,,,1
6830100,Bridget Jones's Diary,Working Title Films,,,,
6840100,"I Love You, Man",DreamWorks Pictures,1,1,,
6840100,"I Love You, Man",De Line Pictures,2,,,1
6840100,"I Love You, Man",Bernard Gayle Productions,3,,,1
6840100,"I Love You, Man",Montecito Picture Company,4,,,1
6850100,Galaxy Quest,DreamWorks Pictures,,,,
6870100,Chocolat,David Brown,1,,,1
6890100,The Spiderwick Chronicles,The Kennedy/Marshall Company,1,,,1
6890100,The Spiderwick Chronicles,Mark Canton,2,,,1
6910100,The Score,Horseshoe Bay,1,,,1
6910100,The Score,Lee Rich,2,,,1
6920100,John Q,Burg-Knoules,1,,,1
6950100,Shallow Hal,Twentieth Century Fox,1,,,1
